	sentiment	review_body
9212	0	Don't see appreciable improvements, certainly not enough to justify the upgrade price
9213	0	"Until recently I was still on the last version of Microsoft Money but they stopped all on-line updates to your accounts and thus had to switch to something else. The price via Amazon is attractive if you buy the download version but bear in mind that you choose carefully the version you wish, normally no refunds, and an update to a better version via Intuit is as expensive as buying the better version outright via Amazon.<br />I have mixed feelings about this program. Since I purchased it mainly for keeping track of investments, Money updated stock prices automatically, all day, as do many free online programs like Morningstar and others. Quicken has a \\""one-click\\"" update possibility, you get a new window confirming the updates you want, you have to click again on an update button, you can ignore the next two windows which will disappear but that's it. If you want to check your portfolio later in the day, you have to go through the same routine again.<br />Also, if you wish to connect this program to your checking account and credit cards etc, all of these will only show the last 3 months only. So if you have a couple of years of financial information, you could import that into the progam but you have then to continue updating it manually. If at some point you choose a direct automatic connection, the program wipes out everything except the last three months.<br />Also bear in mind that you can only import data into a blank file (unless it is an account that is not yet in the new file), and you may have to set up a new file from scratch all over again."
9214	0	I have never purchased software like Quicken 2013 in the past.  So I come from being a complete novice to that sector of software.  I have been able to figure out how to do everything myself except one or two things that ( just by chance Quicken does not even support ) so that speaks well for the interface.  While I have to adjust my account balances because I have historical data that Quicken seems to get confused about ( it can't figure out how to calculate my balance without a manual adjustment if I import old data after new data ) I can't speak if this is actually normal.<br /><br />As a user of Mint in the past the mobile application provides nothing that Mint didn't already provided except its behind a paid wall.  Although I am confused why I cannot access my cloud account from a browser, would be very helpful, if that made the cloud account can only be accessed on mobile devices.
9215	0	"My original review: $40+ bucks and NO LOOPS. VERY DISAPPOINTED IN BOTH SONY AND AMAZON!  All I got was the console to create music in.  The loop library is missing.<br />***********************************************<br /><br />Update:  The manufacturer responded that there is a coupon provided with purchase that allows the user to get loops - but that coupon is good for 1 choice of an extra loop package.<br /><br />What appeared to be missing in my original download were ANY loops at all to create a new music composition.  If I chose File > New there was nothing to compose with.<br /><br />I finally discovered that you have to MANUALLY extract all the loops that download with the program.  This doesn't appear to be explained anywhere and I wouldn't have known to right click on each of those compressed folders and choose EXTRACT ALL if I didn't have some experience with computer files after uninstalling and re-downloading to make sure there wasn't an error in the original download.<br /><br />I'm upgrading my rating because the sound in this program is very good, and the features that let you take a loop and change the tempo or pitch of it to create a multitude of other loops is awesome, but installation instructions could be a lot clearer.  The learning curve for all the features is a little advanced, but results are good once you figure it out.<br /><br />Once you download it with the Amazon downloader (which took 45 minutes with my cable provider and is very slow, making you think it's not working) you have to find the Sony Music Studio 10.0 \\""Application\\"" (under the file extension description)  in the download folder and double click it to start the actual install - at least on a Windows 8-64bit PC.  The INSTALL button only opened the folder and did not start the install.<br /><br />Then right click each of the 3 folders loops, sequences, and samples, and you should be good to go.  (Note: If you have Acid Studio open, you will need to close it once you extract the loops and sounds for them to show up in the console)."
9216	-1	Not the same Norton Internet Security that it used to be. Intermittently fails to get updates that I have to uninstall and reinstall several times already. So annoying!
9217	-1	couldn't use it.  computer too far gone.
9218	1	Has incredible protection even when surfing the web. Has blocked many redirects to suspicious pages. Has the ability to turn off shields on pages you know are safe like YouTube, Facebook, etc.
9219	0	downloaded on 1/1/14 and immeiately it asked me to upgrade in 14 days? ???  also, i bought it because i had a slow start up because of a file error on start up.. this AVG pc tuneup 2014 didnt fix the error.
9220	0	This program is made for people who don't know how to do their taxes.  For someone like me who knows what forms to use and how to fill them out, it unduly complicates the process, especially with Schedule D.
9221	0	I have been a loyal annual upgrader for many years.  I can say that I have had no historic issues until this year.  It seems that this years upgrade is querky.  I have had no data integrity issues but it is very annoying when attempting to utilize an 2nd monitor.  Quicken does not re-size properly and makes the extended monitor screen dysfunctional.
9222	0	I like the software, but there have been many problems getting it to run on my Windows 7 Professional 64 system.  Lots of lost time on the phone with customer service.  At the moment it all seems to be working well.
9223	-1	Downloaded version does not install.  Tried 5 times with different browsers and no applications running in background.  Amazon Installer installed as requested prior to attempting tax software installation.  Same installation error message each time.  Amazon software downloads cannot be returned.  You are stuck with purchase expense and no software!  Do not buy the download version..
9224	1	Peace of mind!
9225	1	I see that a lot of people were having trouble with this product.  I downloaded it anyway.  The product key appeared a few times, so I am not sure where they had trouble there.  I was a little nervous because it had to reinstall the new version on my laptop.  It then restarted the computer.  It automatically created a file on my desktop with the product key inside.<br /><br />It took me a few minutes to install and its working.  It also told me I have 366 days left of my subscription once it was done.  This is not a trial version.
9226	1	Works good
9227	0	I had no trouble setting up this new version, but when I tried to print or e-mail an invoice as a PDF, I got an error telling me to try again or to close the program and start over. Neither option worked. I called Quick Books customer service and spent about an hour and a half going through the registration process and resolving the problem. It turns out that the software being sold here on Amazon.com is _not_ the latest release, so the tech support rep had to manually update it online. Thankfully, it works. Just be prepared for the PDF problem and the wait.
9228	0	complicated non user friendly programming that requires to much time to figure out.  Im pretty savvy when it comes to software and have owned several different home designing ones - this by far is the most complicated.
9229	0	I used a previous version of the program and did not have as many problems setting up accounts and expenditures. I needed to go back to the basic instructions to understand this version. Still wondering of my excel spreadsheet is just as effective.
9230	-1	I have been a long time user of Quicken and Quicken Bill Pay. I was using Q2010 and only upgraded because of the warning that Bill Pay would stop working in April 2013. The upgrade itself seemed to go smoothly but when I looked at the accounts some of the balances were wrong and phantom transactions appeared. After cleaning some of this up I received an error message and the database was no longer accessable. I reloaded a backup but I have no confidence that it won't get corrupted again. Not recommended.
9231	-1	"I have a tuner stick attached to my computer, which is fed by analog cable.  This device doesn't seem to work with the BlazeVideo TV Recorder software.  There is no provision for selecting \\""analog cable\\"" as an input source.  The software doesn't pick up the analog cable TV stations.  I've tried everything.  Giving up.  Unfortunately, Amazon doesn't refund for software downloads, so I'm out $50.  Won't make this mistake again.  I don't recommend this software if you are running Win 8.1 and/or have analog cable for your TV service.<br /><br />I have not tried an over the air antenna with this software, so I can't evaluate that."
9232	1	I feel safe from spam
9233	0	No big news with the upgrade, a few things moved around, the colors are darker, and the windows are smaller.
9234	0	While it does its job, it's getting WAY too pricey.  One expensive software for the federal, another chunk o' bucks for the state.  I am cranky and feeling gouged.  I am buying H&R lock for my business next year.
9235	1	I don't quite understand why Apache givers this for free, but it is great. I downloaded it for my wife to use (not a power user, but trained on MS Office) and she loves it since it feels like MS Office. A contribution is forthcoming, and well worth it.
9236	-1	Didn't like it
9237	0	Some new functions are great.<br /><br />Still can make a disc in AVCHD. So can't share it in high quality format.
9238	0	I far prefer the older versions of Microsoft Publisher.  This one seems needlessly complicated, but that is sort of the way of anything Microsoft.  Their motto seems to be, if it ain't broke, let's fix it anyway.  I have used MS Office products for years.  Really since they were first introduced, so I will continue to do so.  I do hope these versions (2013) will be supported for a long time to come.
9239	1	I have tried them all - Norton, McAfee, Bit Defender, AVG, Kaspersky...they either interfered with my PC's performance or did not protect it at all or both. PC Matic has lived up to its guarantees as advertised. It's definitely not just hype.<br /><br />PROS:<br />-does not interfere with but speeds up PC performance<br />-screens and catches all malwares and intrusions<br />-great value for money<br /><br />CONS:<br />-none experienced to date
9240	1	It is a great product, works good and not too much money.I've been using Norton for about ten years and never I've had problems with it.
9241	1	I could not believe it was free and all I have to do is once a year click on the renew and I get another year free.  I had two computer crashing due to mal wear and virus attacks prior to using Avast.  I have now been using it for 6 years and it is the best...
9242	1	Have used it for five years, and love it. As long as you have all your tax info organized and on hand, you should be done in an hour and free to spend the rest of the day as you please.
9243	-1	We love Where in the US is Carmen Sandiego but it is not available for newer computers. We thought we would get this one since we could not get the one we wanted. A complete waste of $10.00. I am going to delete it from my computer.
9244	-1	Awful customer service.  Product is average.  Too expensive.  Will go elsewhere next year.
9245	-1	Did not meet my expectations. I purchased a print master years ago and it was much better. Better art, more user friendly, and more  project options. Very Disappointed with this one.
9246	1	I have used this product for many years and it works great.  I bought it from this venue because the price was great.
9247	1	After several years I still consider Avast to be the best antivirus software. Prior to using Avast I had many problems with viruses and other bugs. I have since recommended avast free and paid software to family and friends, who to date are still using Avast and are satisfied with the service and performance.
9248	0	I have used 2004 for several years and I have returned to it. 2015 Quickens was not what I needed
9249	-1	Beware of TurboTax's (TT) greed!  Bought the program to handle Publicly Traded Partnership (PTP) investment better than HRBlock's Taxcut(Claim's unable to do PTPs) which I have used for years.  Yes TT did the PTP's better, but efile was rejected because of minor form was not filled out right by TT, so had to paper file both federal and state anyway!  But I already gave them $24.99 (The whole TAXACT program is cheaper than this!) for the state efile which I can't get back.  TT screwed up the personal property tax as well because of the use of the vehicle for business.  Not a good experience, TT is taking care of their 1% lords not their serf chickens that are laying their golden eggs!  I'll try TaxAct next year!  (TaxAct claims to handle PTPs.)<br />Unhappy Serf to the 1% Lords.
9250	1	This antivirus was easily affordable, and great protection. Had a little trouble installing it though but after calling Best Buy, realized I had to install the new security key after installing.
9251	-1	DO NOT PURCHASE THIS PRODUCT UNLESS YOU HAVE TIME AND MONEY TO BURN!!!<br /><br />With the advent of its 2013 line of products, Microsoft is forcing cloud service down our throats. Given that I do not always work over the Internet, this is bad news indeed. For example, I take my laptop to the park or the beach so I can write surrounded by beauty, peace and quiet. Unless I have Internet coverage, I will not be allowed to use Office 13. I could spend $50 dollars extra per month for a wireless anywhere card, AND that is not in my budget, plus I frequently go where Internet and cell phone coverage are not available.<br /><br />Next, I test software as part of my living. Because of this, I would have to shell out $300+ every time I reformat my hard drive. Is this the biggest joke you've ever heard of?<br /><br />Oh, and God forbid you should get a virus and have to wipe your hard drive clean and reinstall which still happens way too frequently. Now a virus will not only cost you time and access to your files, it will cost you to purchase MS 2013 all over again.
9252	0	Not clear enough on tax codes
9253	0	Used Quicken for years but started anew with this version. No problems with download and install from Amazon. Took extra time to grasp new UI. Miss some prior functionality, e.g. cash flow analysis (w/projected balance in future months) and business categories (which appear to be stripped w/o upgrade to Home & Business version, although you can manually create them 1X1).<br /><br />But all told, very good software that does its job for a decent price. If you need solid tool for budgeting and managing home finances i.e. alternative to the on-going limitations of Mint.com, I'd recommend this as a 3.5 star. Would be a four with features discussed above.
9254	-1	The free version will also instand spam software. After i install this siftware, i notice extra spam software has pop up program. I have to look for solution to remove those pop up programs. I compute also run slow.
9255	1	Easy to install, works as advertised. Easy to use for experienced and no experienced.  Never had a problem with this installed.
9256	0	Not sure I would buy it if I were not upgrading an earlier version. This software does limit you quite a bit but for simple one-man-band accounting it does work.
9257	0	I never buy Quicken upgrades until six months after they come out because they tend to be very buggy.  Well, even six months later this one is still pretty bad.  Since the upgrade I regularly have problems with my accounts at Wells Fargo and Chase Bank.<br /><br />When I finally get someone from Quicken on the phone they essentially say &#34;no one else has this problem, what  did you do wrong?&#34;<br /><br />I like Quicken and it is a useful product but the product support is crappy.  If Quicken paid me $15 an hour for all the times I have had to call on Quicken 2014 I'd have enough money to pay for the next three upgrades.<br /><br />Don't buy it unless you have to.
9258	-1	Use Quicken 2011 daily and did great.<br />Updated and have been working for three days to get it back to where I was.<br />I may switch to a different finance software because this is SO bad.<br />Not going to waste anymore of my time by writing everything that has happened
9259	0	I never pay full retail for a Norton product when my old one expires.  Actually, I find it insulting that to simply renew your coverage with them directly costs full retail even when you don't get a upgraded version if the software.  That is why every year I end up purchasing it new from the store when I find it on sale or with a rebate. Also be careful to never install early. If you have any days left when you install the update, You LOOSE them !!!  Norton does not add your remainder to the 365 for the new install.<br /><br />The software itself is ok. I'm not an expert but have never run into any problems with it. Sometimes I wonder what all the repeat installs do to my hard drive performance but I refuse to get ripped for full retail.<br /><br />I tried Amazon downloads this year because I didn't find Norton on sale before my coverage expired.<br /><br />1. The price is competitive to office supply stores selling at rebate prices.<br />2. You don't have to fill any rebate forms and wait to get your money back.<br />3. The software is stored in the cloud so you done worry about loosing a CD.<br />4. Re-download and install is easy from your Amazon Library.<br />5. Product keys for multiple user liscenses are easy to manage!<br /><br />Amazon = 5 stars<br />Norton = 3 stars
9260	1	its great and better than pages to me because I'm comfortable with windows to me its just easier to deal with. I  write many papers, so thank you.
9261	1	"Each time I start using a new version of Quickbooks for Mac, I'm thinking to myself as I read the hype on the packaging and kinda chuckle to myself, \\""How much better can they make it from year-to-year anyway?\\"".  And every time I am totally captivated by a single feature or series of sub-applications I had not even thought of even though the particular enhancement may be something as commonplace as creating journal entries. That's a tedious yet detail full process that's an absolute must. So it's kinda like 2nd nature to one who's been in practice for over 30 years.  Don't know how you guys do it, but please, DON'T STOP!"
9262	1	After reading the reviews I was a little nervous with having problems downloading.  Easy and fast download with no issues. Thankful for excel and outlook again.
9263	-1	Worked as adverstized.  What they didn't tell you was that this program disables Restore Piont, which would not let my computer install windows updates, as well as others.  I uninstalledRollBack RX Pro.  I will not reinstall it again.  I can't recomend this program.  I was happy with it when I first installed it.  If it didn't disable restore points and I could install Windows updated I would love it.
9264	0	Very simple software. Point and click each letter is option 1 and the alphabet song is option 2. Good drawings and traditional abc song.
9265	1	"These programs are super!!  The checkbook program allows me to enter each \\""point of sale\\"" item and each numbered check which makes it easier to compare/balance my bank statement when it arrives.  The credit card program allows me to keep up with charges and not go over my limit. When I pay, monthly, I enter the amount as a credit and the program deducts the payment from the balance.  It's magic!"
9266	-1	Hmm.. You would think that its norton, it must be good. It was really disappointing. It conflicts with Parallels Desktop, and the file details gets corrupt, I was really a pain. I feel virusbarrier is a better tool as I had it previously and it worked fine.   After running a scan FireFox also stopped working. I am really upset. :-(
9267	-1	Thank all the reviewers for alerting everyone to Intuit's greed this year. Also, thanks for the helpful advice as to using H & R Block as a better alternative. Bye - bye Turbo Tax.  I will not be upgrading to Premier or buying any more of your products.<br />Thanks also to the Turbo Tax VP for convincing me to boycott your products. Your responses make one think that you work for a competitor of Intuit. You can't be serious.
9268	-1	What a joke. We've used QB for about 20+ years, but no more. Their Tech Support people want to sell you a new product every time we call them and, it's never a QB problem, it's always Windows or something else.
9269	-1	For reasons into which I have limited omniscience, Amazon has elected to replace a proper desktop client (which, albeit clunky and buggy, integrated with Microsoft Windows and allowed bidirectional synchronization of files and folders) with an application that essentially replicates functionality provided through its website. With the exception of synchronization of photographs with telephones/tablets, management of the system is a manual endeavor. This significantly undermines the utility of the Cloud Drive, particularly for those of us that are power users.    Consequently I am going to spend an entire weekend offloading my data and moving it elsewhere. And discontinuing my subscription thereafter. I suggest others carefully consider their intended use of this product offering before committing to any sort of upgrade. What a shame, I really like Amazon.
9270	1	I am a freelance online copy editor, and my business requires that I &#34;pay&#34; to do my tax return; that is, it is to complicated to do &#34;for free&#34; onsite. I probably could have paid to do it onsite, but buying the software allows me to do more than one return, which means I can do my aged father's return as well as mine. There was one item in this year's taxes that caused a problem with one of the returns I did, Hence, the 4 instead of 5 stars, but I suspect it was a lack of clarity on the part of the IRS. Turbo tax could have spent more time explaining it to help me avoid a mistake, but overall, the program is WELL worth the $.
9271	1	did what I needed
9272	0	I have been a Quicken user probably since it's inception.  I always update to the newest version when it comes out.  I do not use quicken to it's fullest extent to follow investments. As always Quicken manages the checkbook perfectly well.  With regard to the extent that I use this software, I don't notice any significant changes in the 2014 version compared to the 2013 version.  For the way that I use Quicken, I don't know if the 2014 version is worth the cost.
9273	0	It appears to be working.
9274	0	They have certainly improved the handling of some financial investments from the institutional firms.  Multiple funds at one firm are better handled than they were previously.  I like the morningstar ratings being posted if you are on the right screen.    But, I feel like some was lost on the debtor side.  It used to be so easy to record a payment on my mortgage.  now I feel like it is a fight each time to do it correctly.    It seems like there have been some other minor changes on handling transactions, buttons lost or moved.    It works fine, but you do need to know what you are doing.
9275	0	I had previously rated this AV product as 5 star but I had to lower it to 3 due to a virus beating it.<br />After contacting Norton about the details of how the virus entered and how it prevented me from even getting to my desktop they eventually came out with a &#34;patch&#34; that prevented the same attack later. However, the patch did not arrive until well after I was forced to do a system restore from a Go Back button on the Lenovo computer keyboard. This took the computer back to the stage it was the day it purchased it, and, luckily, the D drive where I had hidden my secret partition was not damaged (thanks to me).<br />I highly recommend setting up a backup partition -it saved me and all the precious pictures that I have now migrated off the computer and onto a flash drive.
9276	-1	DO NOT UPGRADE if you care about your brand.<br /><br />First, if you use any previous version of quickbooks and you upgrade to Windows 10,  Intuit forces you to buy QB 2015.  We had 2014 which is almost unchanged hence a waste of money to upgrade. So we bought it, which I can accept. It turns out some genius in the marketing department decided to &#34;upgrade&#34; email invoicing to use an Intuit branded HTML email that you cannot alter or turn off. It has a huge dollar amount at the top which screams we're a desperate small company, and a new lovely branded &#34;Powered by Quickbooks&#34; with multiple links to Intuit in them whether you like it or not. So at this point, you can't go back to 2014, because they didn't patch a simple dll file so it would run on win 10 to intentionally push sales, or modify the email template.<br /><br />It's a company run by marketers these days and the product has gone years without real meaningful changes, the software sucks but they have the most support so the POS will survive until people/accountants wake up and demand more. Considering freshbooks now.
9277	-1	I am an idiot and not at all happy with TurboTax. Being a long time customer of of both Quicken and TurboTax software (10+ years), I went ahead to decided to use TurboTax again this year because I thought they were trying to make amends. Then I find after downloading the Deluxe version, the State (which has always been included) is only available after I pay another $39.99 PLUS TAX to download it. That is more the the Deluxe version I purchased, plus if I would have known, I could have purchase the &#34;other&#34; Deluxe version for only $10 more. Last year there wasn't two Deluxe versions, (State and no State).<br /><br />Bye, bye TurboTax! Let's see how your customer service is because I am NOT a happy customer right now.
9278	0	When you have a aceptable level Rosetta Stone does not help you to improve it.
9279	-1	Does not print where it is suppose to print on envelope<br />Would not recomend it for others since it does not line up well
9280	-1	Crashes every minute or so, at various places as you go through the interview part. All you get is a generic error message &#34;Turbotax has encountered a problem and needs to close. We are sorry for the inconvenience.&#34; I have used Turbotax for about 10 years and seen the occasional crash but this year it's a total a disaster! Never again!
9281	-1	An extreme disappointment.  Long time windows user.  Much of the functionality I am accustomed to missing from the Mac version.  I asked for a refund (60 day guarantee).  Returned to my Windows laptop to use a product much better than this one.
9282	0	Ehhh... dont really have any other option but to use some sort of Intuit product.
9283	1	I had very few problems with Turbo Tax with the exception of needing clarification on an issue.  Instead of answering the question, I was given links to random people answering the question.  A bit frustrating.  I wanted answers from Turbo Tax not John Q. Public.
9284	-1	Crashes when editing text. Crazy frustrating. I have to save every 10 seconds. It's not a computer issue - the software itself is finicky, which is surprising considering it's Adobe.
9285	1	Awesome, does the job!  I had it before, and now it's better than before. what else is there to say?
9286	-1	Not impressed at all really.  It doesn't translate very well.
9287	0	I have been using turbo tax for at least 15 years. Never had a problem. Always used the desktop version. The only thing that I didn't like this year was that I had to call customer service to download the state tax and also had to contact them again to efile my returns. I don't know why this was but it was not convenient. They were very busy on the lines and had to call me back so I had to wait. I must say that the reps did a fine job in helping but it was just an inconvenience.
9288	1	Program works fine on my pc and it actually took care of my issue I was having prior to installing. And for the price it was worth doing this first myself instead of taking it to someone and paying three to who knows hows many times more than the cost of this download.
9289	0	We should not have to pay an additional fee to electronicly file the state forms.
9290	0	I have been a regular purchaser of Quicken Home and Business for over 10 years. Although the product is very valuable to me, Quicken 2015 continues the tradition of making marginal changes of little use to me. I continue to buy it each year to keep a few items working (e.g. the tax planner). What is distressing is that although they don't change much, they still break functions each year. This year, for me, the problem is that the transaction download function does not work for all accounts. So, for now,  I am back to not having download (a very valuable function) work and it will stay that way until I have a hour or two to give to working with tech support.
9291	-1	Don't download, totally messed up my computer had to uninstall to get things to work right again.
9292	1	I have been using Avast for over 4 years and have never had any virus related problems with my computers. I would recommend to anyone, great product.
9293	1	Worked as advertised.
9294	1	Quicken keeps getting better. Quicken 2014 does a great job tracking multiple accounts - banking, credit card, investments. The budgeting tool has been greatly improved and is much easier to use than previously.
9295	1	1. Got a great price, just as my 360 subscription expired.<br />2. No issues with the key code or the download.<br />3. So far no problems with this product, Norton Security.  It appears to perform as stated and not difficult to use.
9296	1	This is a Great Antivirus with excellent interface, easy to use and the Best of All it is Free !!!!
9297	-1	Before I purchased this top of the line program H&R Block sells, I chatted online with a  company representative who assured me 100% that it would handle K-1s and the sale of Master Limited Partnership units. Well, once I started putting in information for the K-1s, here is the message that came up: &#34;Publicly traded partnerships (PTPs) are subject to special rules that are beyond the scope of the program this year. You may need to revise the entries on your return to reflect these special rules.&#34;  I can only hope that what the program DID enter on my return was accurate enough not to be questioned by the IRS, as I was expecting a bigger tax bill this year due to a forced sale of a PTP.  Other than this misrepresentation the program did work pretty well.
9298	0	Started with a 5 star review but now working with their support I can't justify it.<br /><br />Installed this on a virtual machine running windows. I later moved the virtual machine to a new computer (virtual machine only exists on new computer) and now the license is refusing to activate. I contacted support, they asked me how many computers I'm using this on and I answered all their questions but didn't received a reply back after their initial response. Haven't been able to use it for a couple weeks now.
9299	-1	Did not work as well and easily as I thought it would.have given up on it.I wouldn't recommend it. Please check more such products before buying it.
9300	0	I've used Quicken for many years and like the overall product features. However, being forced to upgrade to a half-baked version is a bad way to run a financial software company. The changes for 2014 I can see are the color scheme and the mobile apps. Neither I care about. But I did notice the issues with my data import. Multiple settings changed or reverted to a state from many years ago. Also There is a drop down menu (the old one I assume) just under the new one. Great work by that software team. I can still click on those items. I'm an engineer and work with software engineers that create better looking/working products from scratch. So in 3 years when they force me to upgrade again I hope they spend a little more time fixing the bugs (also called new features). Anyone that can help it should start with an older version or wait to upgrade.
9301	-1	I wish I could give this product 0 stars.  It doesn't even deserve a 1. I have had hundreds of problems with this program. I downloaded it from Amazon and I am so mad I can't return it.  This so called upgrade is the worst I have tried.  I want my old PrintShop back.
9302	-1	I used the EaseUS back up SW. It was running OK when then I did an update at their suggestion and the SW stopped working properly. I advised them of the problem and they said they would send a fix but failed to do so. Watch out for them as their tech support is via email only and they are in Hong Kong. My dog could provide the same level of tech support.
9303	1	This is a good suite of office productivity for the price.  Its a great valuable alternative and easy to navigate.
9304	-1	This is the worst crap ever. It completely throttled my internet usage. Watching a simple Youtube video let alone running multiple programs felt like running dial up. I felt as frustrated as I did with AOL, remember AOL. Yes. This is what AVAST will do to your computer.  Save your pennies. I am angry that I wasted money buying this and had to delete this crap from my computer and buy something else
9305	-1	I hate this item. Wasnt the way I thought. Wish that it was easier to navigate through to to what was needed
9306	0	I like the software ,but hate the fact that they take money out of your federal return to transfer the money to you bank,
9307	0	Got this for my college freshman.  It was not as bad a deal as I expected.  I can put a copy on her laptop (succeeded) and her desktop (not yet done).  For $80 that is not too bad, except that it expires after 4 years.  We have Office Home and Student 2007 (3 user) but she wanted the same version that was being used at school. I do plan to connect her laptop and desktop via live.com so that they share documents easily -- like Google apps on Chrome (I hope!).  I personally use Libre Office and that has worked fine for some time but I also use the free Office on live.com and of course Google apps which we use the most.
9308	-1	This software encapsulates how bad software can make the computing experience so aggravating.  I was looking to make a custom countertop to wrap around an island.  A pretty basic task.  But that was supported in this version - only the Architectural version.  Tried to upgrade, but it wouldn't take my product code.  So I downloaded the trial.  The trial wouldn't allow file saves (one of the few companies with such a restrictive trial policy), and it hung the computer several times to the point I couldn't even bring up the Windows task manager.  So I backtracked to the original purchased software and hangs as well - for about 5-7 seconds after moving an object.  I have a very capable computer with loads of memory and dual core i7's.  Good riddance!  I will go back to the free Ikea designer.  It's slow, but at least it works.
9309	1	Quick download. Just what I needed to start working on school projects. well priced and just clicks away from install, better than driving to the store to get it.
9310	1	I find it is worth the extra money to have both federal and California versions.  I am too weary to go through my own taxes and too cheap to hire somebody.
9311	1	"UPDATE on 11/14/12 to my original review below.<br /><br />I've been using Quicken 2013 for over a month now and have installed several software update releases.  Mobile sync seems to be working flawlessly for me now.  I'm really enjoying being able to see all my accounts, track spending, and reviewing my budget on my iPad and iPhone.<br /><br />I still encounter a couple of minor bugs with Quicken from time to time, but overall I rate it EXCELLENT and have increased my rating to 5 stars.<br /><br />Original review:<br /><br />I just successfully upgraded from Quicken 2011 Premier to Quicken 2013 Premier without any major hiccups.  I'm running Quicken under Windows 7 using VMWare Fusion on a MacBook Pro.  My large (45 Mb) data file spans many years and contains over 100,000 entries.  For the Quicken upgrade, I first updated all my accounts online, validated (checked) my Quicken database for errors, saved a fresh backup, then performed the software upgrade.<br /><br />Overall Quicken 2013 works well and my favorite parts of the program are functioning just fine.  Any changes seem subtle and so far I like it.<br /><br />I downloaded the iPhone and iPad apps and just gave mobile syncing a try.  After backing up my Quicken database again, I created a Quicken Cloud account and started by adding only one bank account to sync.  That worked great... at first.  I should say the mobile app is nice and I have no complaints about it.  However, as I added more accounts one at a time and synced after each, somewhere after adding about 6 or 7 accounts, I got the error: \\""getModifiedTransactions: Unable to read data from the transport connection: An existing connection was forcibly closed by the remote host.\\""  That's when things got really weird.  Ultimately Quicken hung up during a mobile sync and ultimately Windows reported the program as not responding.  I had to force it to close and then restarted it.  That's when I noticed my Quicken database was hosed with duplicate entries and the balances way out of line.  I then deleted my Quicken Cloud account (thus turning off mobile sync) and restored my Quicken database from a backup.  I can live without mobile sync until it \\""matures\\"" and the bugs are worked out.<br /><br />Overall very I'm happy with the upgrade.  I didn't buy it for mobile syncing.  If that'd worked properly, it'd be icing on the cake.nd the balances way out of line.  I then deleted my Quicken Cloud account (thus turning off mobile sync) and restored my Quicken database from a backup.  I can live without mobile sync until it \\""matures\\"" and the bugs are worked out.<br /><br />Overall very I'm happy with the upgrade.  I didn't buy it for mobile syncing.  If that'd worked properly, it'd be icing on the cake."
9312	0	Quickbooks for mac has always been really bad. Its better then it use to be but still not the same as it is for PC. They just need to spend more time on the development side of things. I didnt feel like learning a new system or paying a lot more for another system so I'll take what I can get!
9313	0	I discovered after having to uninstall and reinstall Quicken 2014 several times that the software is not ready for Windows 8.1. A major problem with the Quicken 2014 is the latency within the register. After entering a transaction, the application takes fifteen seconds or more to enter the transaction. There are many suggestions from users pertaining how to correct the problem but it seems that customers still have the issues and Intuit technical support is not helping resolve the problems. I finally uninstalled Windows 8.1 and Quicken 2014 works as it should.
9314	1	I am very satisfied with the Microsoft Office Home and Student download. I don't know why I didn't purchase that when I bought the laptop
9315	1	At first I wondered if the program was working properly. Then I bought a couple games online and after downloading the Malware detection showed two items that were malware. I clicked for action to be taken to free my computer and immediately my computer was free of malware. This is an inexpensive way to protect yourself from malware. I would recommend this product.
9316	1	the best software for me, is reality great<br /><br />five star, is the best I've had<br /><br />is the best I've had
9317	-1	I have used TurboTax for 15 years or more. I was set to buy the 2014 version and then I read the reviews. I hate when companies have a &#34;new and improved&#34; product. But for a company to have a &#34;new and degraded&#34; product is just wrong. I no longer have any respect for or trust in Intuit.<br />I have also used Quicken for more years than TT. I will dump this product at my earliest opportunity also.<br />Today I purchased the H&R Block tax software. Too bad Intuit, you lost another previously loyal customer.<br />The entire marketing dept. should be sacked and the CEO should admit they screwed up horribly, apologize profusely and add back the functionality that was taken away. Maybe some of your lost customers will some day return to TT. But maybe not. Goodwill is easily lost and hard to earn.
9318	1	How do you install this ??
9319	-1	Norton has changed their download/install protocol from that of the last 10 or so years. Instead of simply entering the new keycode to update the software, a completely new download and install is required. On a 10 person install during office hours, this was quite an imposition. Let's hope this is a one-time-only thing and next renewal, entering a keycode is all that is needed.
9320	-1	Monthly price for software ?!
9321	1	I love it.  I've been using moneydance but this is better. The only thing I can complain about is that you can't pay the bills directly from quicken, if it weren't for that I would have given it 5 stars.
9322	-1	Very disappointed with this purchase and would give it zero stars if I could.  Like many Turbo Tax users, I wasn't happy with their recent changes so I figured I'd try TaxAct.  I first downloaded the free version to see how it worked.  Once I was satisfied with that, I purchased, downloaded, and installed the &#34;Ultimate Bundle&#34; which seemed to work until I tried to download the state module which comes with this bundle.  The TaxAct software thinks I'm still using the free version and won't let me download the state module unless I pay for it.  I can't reach anyone on the phone (constant busy signal) to get help so I'm going back to TurboTax.
9323	1	I love using Turbo Tax. I have many deductions and multiple incomes, this program asks all the right questions. Use it and BE AMAZED!!
9324	-1	Get Premiere! much better!
9325	1	This old first version included whole body animation that new versions do not have.
9326	1	We received Faster thanks.
